RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6130,930288,Surname6129,708,Germany,Male,24,7,235202.93817534955,2,0,1,68195.75985790239,1
6131,201407,Surname6130,647,France,Male,60,3,85345.30906232801,2,0,1,98011.3154184849,0
6132,593960,Surname6131,560,Spain,Female,30,2,212029.00268927673,4,0,0,84706.03815355228,0
6133,655667,Surname6132,611,France,Female,30,1,18201.815639581535,3,0,0,126198.03389898698,0
6134,951161,Surname6133,674,Germany,Female,31,0,202986.333356838,2,1,1,99131.23497343923,0
6135,521594,Surname6134,625,France,Female,43,7,225389.78267418584,2,1,1,34738.06751609281,0
6136,336500,Surname6135,646,France,Female,47,6,71249.81391842198,2,1,1,25945.28524711902,0
6137,678641,Surname6136,648,Spain,Female,33,10,136774.73239745575,1,0,0,41010.31334113619,1
6138,805356,Surname6137,608,Spain,Male,41,1,46790.24915502486,3,1,0,22466.77497154486,0
6139,900463,Surname6138,715,Spain,Female,41,6,22714.082446438188,2,1,0,58177.47685822496,1
6140,311144,Surname6139,611,Germany,Female,23,5,192600.35193721423,4,0,1,23292.496421267595,0
6141,690270,Surname6140,569,France,Female,36,7,157457.47834445615,2,1,0,124680.40998925132,0
6142,136683,Surname6141,828,Germany,Female,31,5,188060.82243577344,2,0,1,94488.9271051934,1
6143,214091,Surname6142,643,Germany,Female,22,3,109921.48362503426,1,0,0,58536.23136877562,0
6144,217797,Surname6143,441,Germany,Male,40,7,62401.54841883239,1,0,0,12384.384346594377,0
6145,510834,Surname6144,750,Germany,Male,48,0,106712.4900602294,2,1,1,37785.72281191517,1
6146,630875,Surname6145,750,Spain,Male,38,9,16197.560196363509,3,0,0,136675.9522973742,0
6147,424934,Surname6146,686,France,Male,18,0,70881.74439041236,1,1,0,57387.60112086545,1
6148,393624,Surname6147,700,Spain,Male,33,3,74380.68946843318,2,1,1,73255.0973126009,0
6149,853890,Surname6148,822,Spain,Female,29,0,178631.16270090736,3,1,1,24502.756042861918,1
6150,775887,Surname6149,572,Germany,Male,55,4,13283.776631059813,2,1,1,114173.49726604011,1
6151,385713,Surname6150,660,Spain,Male,34,10,61317.95292699665,3,0,1,162829.85585003777,1
6152,897583,Surname6151,807,France,Female,21,8,69152.59133466602,4,0,1,77125.54090615084,0
6153,564310,Surname6152,824,Germany,Male,37,8,137840.14294461216,1,0,0,31793.329370274638,0
6154,290246,Surname6153,620,Spain,Male,44,8,61173.61779024716,4,1,0,191254.29695605213,0
6155,669027,Surname6154,810,Germany,Female,38,5,33107.26917621404,3,0,0,107142.48230838927,0
6156,657242,Surname6155,714,France,Female,29,0,64495.19097752443,1,1,0,26990.366608266297,0
6157,868223,Surname6156,769,Germany,Female,33,9,105470.74388559638,1,1,0,104501.16060335614,0
6158,209373,Surname6157,711,Spain,Male,45,4,131369.1820750538,4,1,1,18534.357627424317,0
6159,658988,Surname6158,674,Spain,Male,39,9,9142.298773679031,3,1,0,20505.537904411794,0
6160,223728,Surname6159,826,France,Male,58,1,77452.71288555968,1,0,0,70513.46417751076,1
6161,953220,Surname6160,607,France,Female,38,0,191042.0599838724,3,0,0,138678.77113285245,1
6162,695333,Surname6161,802,Germany,Male,22,4,149404.30229600557,3,1,0,143960.73652091163,0
6163,531058,Surname6162,814,Spain,Male,36,4,114009.84467806069,1,0,0,181276.34044885886,0
6164,769260,Surname6163,759,France,Male,32,0,113242.8967976834,1,0,1,30517.389103312315,0
6165,966491,Surname6164,644,France,Male,22,6,92224.84562987434,1,0,1,98157.2090101832,1
6166,626169,Surname6165,669,Spain,Female,39,2,85510.99362345296,4,0,1,100508.68103897221,0
6167,907221,Surname6166,548,France,Female,33,10,100158.9983931932,1,1,1,97558.2122479011,0
6168,488227,Surname6167,613,France,Female,39,5,217301.790182579,1,1,1,169882.76902137787,0
6169,188059,Surname6168,699,Spain,Female,56,1,117207.82864951152,2,0,0,164157.00631179765,0
6170,838854,Surname6169,535,France,Male,36,8,167317.84956110807,2,1,1,106471.85273816362,1
6171,932583,Surname6170,626,Spain,Female,48,1,201962.16598574273,4,0,0,157919.7885191039,0
6172,542136,Surname6171,805,Spain,Male,36,1,107991.6520225499,4,0,0,21246.699870558215,0
6173,733676,Surname6172,637,Germany,Female,42,0,209791.27072092285,2,1,0,111105.31193736322,0
6174,298303,Surname6173,732,Spain,Female,39,0,248170.76040457786,4,1,0,28031.61315841967,1
6175,611162,Surname6174,695,France,Male,40,3,126040.30354691534,2,0,1,174729.09045525687,0
6176,573573,Surname6175,625,Germany,Male,36,6,100686.62684705576,2,0,1,105598.14054829958,0
6177,365406,Surname6176,637,Germany,Female,52,3,201449.05324580552,3,0,0,13336.155186768265,0
6178,429125,Surname6177,663,France,Male,44,4,162292.47878575604,4,1,1,114434.07687170422,1
6179,181972,Surname6178,485,Germany,Female,39,5,153298.84034013504,1,1,1,150176.15346329217,0
6180,437629,Surname6179,725,France,Male,47,4,221531.2389440085,2,1,1,35632.29454894304,1
6181,154722,Surname6180,640,Germany,Female,39,4,162363.555566879,3,1,1,63741.01965687556,1
6182,975931,Surname6181,728,France,Female,49,3,160394.35454957248,3,0,1,95174.76474145686,0
6183,281890,Surname6182,681,Spain,Female,26,8,51725.680861130386,2,0,0,88778.13777339052,0
6184,369045,Surname6183,636,Spain,Female,59,4,172057.00933670485,4,1,0,105544.5942453767,0
6185,217473,Surname6184,665,Germany,Male,39,8,228249.46612268602,2,1,0,13133.209895164944,0
6186,592239,Surname6185,666,Germany,Male,26,3,144085.51756126073,4,0,1,150248.95426017497,0
6187,370741,Surname6186,768,Spain,Female,45,8,225843.21686581383,2,0,1,69918.42213624282,0
6188,491775,Surname6187,655,France,Female,50,4,84892.6693398592,2,1,1,143341.95685036562,0
6189,623260,Surname6188,673,Germany,Female,27,7,10645.306352538519,3,0,0,172489.79257990007,0
6190,950341,Surname6189,549,Spain,Male,33,0,111282.11107323757,1,0,1,140582.56159355474,0
6191,958823,Surname6190,646,Germany,Female,48,3,989.2325540127589,1,0,0,137664.31109165418,0
6192,839574,Surname6191,766,Spain,Male,43,3,38704.26085244844,3,0,1,120015.08830867147,0
6193,425437,Surname6192,684,Spain,Male,33,1,47647.99951889312,4,0,1,10193.1083753504,0
6194,868184,Surname6193,563,Spain,Female,35,2,133458.8290962444,2,0,1,181725.57991017812,0
6195,256877,Surname6194,572,France,Male,25,7,237482.42441925764,4,0,0,168378.7865265751,1
6196,584895,Surname6195,590,Germany,Female,28,7,4954.560384879125,1,0,0,46966.598839110775,0
6197,636162,Surname6196,729,France,Female,21,0,59172.39003374039,4,0,0,44255.49959034484,0
6198,848425,Surname6197,720,France,Male,34,1,242363.48941871471,2,1,0,16997.088244677143,1
6199,972834,Surname6198,373,Spain,Male,44,3,220413.18642049775,1,1,0,82109.58337830882,1
6200,900511,Surname6199,643,France,Female,35,10,208712.4898255524,4,0,1,197187.3180452694,0
6201,543066,Surname6200,661,Germany,Male,49,5,22950.03970854742,4,1,0,28478.39570621192,0
6202,434923,Surname6201,573,Germany,Male,31,2,161024.57036456326,4,0,0,117352.49830456381,1
6203,719696,Surname6202,618,Spain,Male,23,6,50783.82499109768,1,0,0,60326.42473161443,0
6204,744894,Surname6203,756,Spain,Female,49,2,162756.12541010955,1,0,0,173709.95204617592,0
6205,220062,Surname6204,682,Germany,Female,41,7,106882.77967349683,4,0,1,106369.30055999679,0
6206,112100,Surname6205,610,Germany,Male,50,5,158917.39408846732,3,1,0,172175.33991022076,0
6207,419165,Surname6206,635,Spain,Female,34,7,107215.21570876653,2,0,1,186624.85715367497,0
6208,775160,Surname6207,631,France,Female,53,6,226926.0470346301,1,0,1,130382.52462340328,1
6209,490270,Surname6208,672,Germany,Male,27,4,6327.091078852626,1,1,1,63739.21964068167,0
6210,294472,Surname6209,535,Spain,Male,35,4,47891.51434197894,1,1,1,95199.18218312752,0
6211,978878,Surname6210,596,Spain,Male,42,2,208249.25170057893,2,0,1,129979.83205576341,1
6212,915869,Surname6211,732,Germany,Female,33,3,184187.23490109856,1,1,0,133661.83082478022,0
6213,334196,Surname6212,644,Spain,Female,40,7,46573.117373240326,3,0,1,22735.51219011929,0
6214,307609,Surname6213,582,Germany,Male,50,4,30359.118253051292,1,1,0,76606.9730910213,0
6215,775302,Surname6214,585,Spain,Female,41,8,77815.28694795677,1,0,1,111155.42016721326,1
6216,383006,Surname6215,707,Spain,Female,36,2,120467.12784150937,3,0,1,73916.72947300787,0
6217,373813,Surname6216,608,France,Female,50,9,11734.673512663718,2,0,1,119835.62904348962,0
6218,809132,Surname6217,690,Spain,Male,43,2,211397.22906499568,2,0,1,43444.21548788102,0
6219,902348,Surname6218,599,Germany,Female,37,7,130238.15867330396,1,0,0,16571.278338861623,1
6220,373022,Surname6219,559,Germany,Female,37,7,229870.80763247548,2,0,1,74851.1555578617,1
6221,889417,Surname6220,669,France,Male,34,6,81426.33982741537,3,0,1,117963.6189492598,0
6222,591121,Surname6221,642,Germany,Female,46,5,12207.519121991529,2,1,0,12090.476256416707,0
6223,304720,Surname6222,704,Spain,Female,46,6,217840.06804687378,1,1,0,126211.21747472102,1
6224,665523,Surname6223,720,France,Male,50,6,37404.41576353812,3,1,0,77359.60924160137,0
6225,381075,Surname6224,621,Germany,Female,42,5,83910.50222302738,1,0,0,198690.58888161829,0
6226,192876,Surname6225,677,Spain,Male,32,8,116085.05400093705,3,1,0,158730.3041422659,0
6227,624624,Surname6226,618,France,Female,41,4,122986.60554404251,3,1,1,65298.92321663762,1
6228,929365,Surname6227,700,Spain,Female,32,4,5870.282052438697,1,0,1,194583.88108278267,0
6229,407680,Surname6228,668,Germany,Male,39,5,131685.5101918869,1,0,0,62887.08255969853,1
6230,693792,Surname6229,600,Germany,Male,52,9,19258.024395187866,2,1,0,30570.81451388885,1
6231,723502,Surname6230,593,Germany,Male,49,10,81710.23434341287,4,1,0,15104.601138845912,0
6232,282220,Surname6231,671,Germany,Female,47,3,243867.99311946897,2,1,1,158863.62667616204,0
6233,213936,Surname6232,742,France,Female,37,9,70092.69603514981,1,1,1,70628.44464274873,1
6234,116279,Surname6233,722,Germany,Male,46,9,203217.99376315522,1,1,0,197023.92939848854,1
6235,299737,Surname6234,574,France,Male,31,8,127579.66847053063,2,0,0,127459.77860056788,0
6236,203751,Surname6235,582,France,Male,23,1,50603.63518030489,4,1,0,41215.701350200994,1
6237,466577,Surname6236,594,Spain,Female,40,10,180484.09632862522,4,1,0,73849.1782603626,0
6238,171386,Surname6237,602,Germany,Female,34,2,138784.85269069878,1,1,0,107344.58347404968,0
6239,186124,Surname6238,504,Spain,Male,55,8,133258.35977623792,4,0,1,147125.87350222614,1
6240,467894,Surname6239,713,Spain,Female,54,0,7475.598350260154,3,0,0,122368.86351096939,0
6241,963917,Surname6240,613,Spain,Female,31,4,83461.31713204777,2,1,0,59400.363291609465,1
6242,436199,Surname6241,686,Spain,Female,44,2,183676.62329428908,4,0,1,100447.20071776373,0
6243,191911,Surname6242,624,Spain,Male,18,2,199021.64473360934,4,1,1,51132.49009735464,0
6244,985050,Surname6243,648,Germany,Female,41,0,203701.71407573423,2,0,1,76459.58800649598,1
6245,570489,Surname6244,595,Spain,Male,41,7,9348.31534888983,3,0,0,64260.38035918804,0
6246,822030,Surname6245,647,France,Male,28,2,40677.80779974184,4,0,1,180725.1322627659,0
6247,547244,Surname6246,580,France,Male,39,3,246394.1718118433,3,0,0,159733.92210049712,0
6248,321094,Surname6247,648,Germany,Male,28,4,38861.570216217915,1,1,0,111004.2232623915,0
6249,476036,Surname6248,766,France,Male,46,4,53253.82651823662,1,1,0,43098.85334806472,0
6250,337723,Surname6249,691,Spain,Male,39,1,200656.08605458814,3,0,0,122789.74860508887,1
6251,433272,Surname6250,673,France,Female,52,6,98359.41592035133,3,0,0,77367.3770323629,0
6252,511324,Surname6251,544,Spain,Male,22,5,29079.08661315986,2,0,0,17080.428723951936,0
6253,938927,Surname6252,695,Germany,Female,29,10,31273.60330270784,2,0,1,140945.53302084975,1
6254,182806,Surname6253,703,France,Female,33,6,20944.295690178165,2,0,1,58579.81211485729,0
6255,979617,Surname6254,671,France,Female,42,9,45167.07723416582,4,1,1,54491.15821036028,0
6256,831893,Surname6255,667,France,Female,40,9,124245.63388532531,1,1,1,136121.37839144166,1
6257,330097,Surname6256,638,Germany,Male,42,2,3768.4638362222577,2,0,1,175570.11935362293,0
6258,297478,Surname6257,701,Germany,Female,31,7,29282.797823471374,4,1,0,63585.5501153535,0
6259,587436,Surname6258,761,France,Male,18,5,226780.81487168637,4,0,0,157735.28026207103,1
6260,794879,Surname6259,676,Germany,Male,30,6,219145.34278967034,3,0,1,178290.34433998156,0
6261,411793,Surname6260,572,Spain,Female,52,8,208270.09423045264,2,0,0,50085.49716414409,0
6262,789884,Surname6261,578,Germany,Male,31,7,176570.40573029572,3,0,0,184312.1194736947,0
6263,589709,Surname6262,708,France,Female,39,7,165380.41422356002,3,1,0,63791.32577794348,0
6264,789245,Surname6263,572,Spain,Male,38,2,68878.95279057043,4,1,0,51381.30080090132,1
6265,537585,Surname6264,666,France,Male,39,0,83748.63313064845,1,0,0,78533.64485532155,1
6266,332204,Surname6265,622,France,Male,24,0,58950.54489905227,4,1,1,53360.976763028295,0
6267,457546,Surname6266,564,France,Female,46,9,245078.40801382856,4,1,1,118782.17696380254,0
6268,917108,Surname6267,716,Germany,Female,37,1,158576.19632691838,4,0,1,99826.82761851944,0
6269,950525,Surname6268,706,France,Male,61,7,241441.84232795303,1,0,1,137266.88910639862,0
6270,540980,Surname6269,541,Spain,Male,34,9,67946.61216556943,2,0,0,147617.9594351811,0
6271,281871,Surname6270,688,Spain,Female,47,5,155302.2779204284,4,1,1,25542.556608901064,0
6272,441558,Surname6271,676,Spain,Male,34,5,189737.6884780645,4,1,0,39190.09914077955,0
6273,598512,Surname6272,716,France,Female,57,0,23684.77179029399,2,1,0,160038.92530320963,1
6274,455239,Surname6273,663,Spain,Female,45,1,166740.23842146105,2,0,0,22586.26023682615,0
6275,867442,Surname6274,764,Spain,Female,25,4,42268.14189412278,4,1,0,135171.26713446155,1
6276,696595,Surname6275,639,Spain,Female,52,2,82020.61140220551,1,0,0,136068.1795135141,0
6277,575278,Surname6276,628,Spain,Male,45,1,179038.25096165098,3,0,0,150051.6448821986,0
6278,981864,Surname6277,572,Germany,Female,33,8,110016.18382845668,3,0,1,51544.46232689061,0
6279,394067,Surname6278,575,France,Female,21,9,230290.46332841722,4,1,0,38699.7281935875,0
6280,479593,Surname6279,568,France,Female,49,6,60300.55059245845,1,1,0,95492.38341930164,0
6281,594955,Surname6280,667,Spain,Female,55,0,38445.302272506975,2,0,1,18131.144914611854,0
6282,335998,Surname6281,628,France,Male,49,10,84292.99264231036,1,1,0,169950.50896465825,0
6283,571604,Surname6282,676,Spain,Female,46,0,212980.80590107822,3,0,1,151884.5378222584,0
6284,934006,Surname6283,553,Spain,Male,43,2,211856.13883495383,1,1,0,178092.42259647307,1
6285,536607,Surname6284,581,Spain,Female,48,9,92326.39499129752,4,0,1,23253.938333560982,0
6286,746045,Surname6285,580,France,Female,35,5,202460.57950707167,1,1,0,184966.5271107402,0
6287,677952,Surname6286,823,Germany,Male,19,1,19447.06318764036,3,1,1,153760.52308597512,0
6288,953816,Surname6287,636,France,Female,45,10,1900.3999507500314,4,1,0,31423.75052420248,0
6289,917459,Surname6288,644,France,Male,41,7,216201.18772815005,4,1,0,29888.896805428478,0
6290,790824,Surname6289,643,Germany,Female,23,3,218517.92155037346,1,0,1,180997.13445514833,1
6291,396629,Surname6290,774,France,Male,18,7,35849.720834534084,4,1,0,98568.40108163183,0
6292,359438,Surname6291,520,Germany,Male,38,6,74428.58363729648,1,1,0,199781.43615588234,0
6293,250528,Surname6292,645,Spain,Male,36,1,212649.0607003066,1,1,1,130651.71465333941,1
6294,568011,Surname6293,520,Germany,Male,35,8,20941.73736039917,2,0,0,140701.32595883438,0
6295,397698,Surname6294,459,Spain,Male,43,4,215773.19658173065,3,0,0,98896.21909234684,1
6296,409066,Surname6295,591,Germany,Female,30,5,143670.64309774913,2,1,1,93009.48979765692,0
6297,375553,Surname6296,682,Spain,Male,44,1,164319.2997631562,3,0,0,162351.10511881745,0
6298,824687,Surname6297,586,France,Male,44,2,148704.73639841055,3,1,1,95260.4732216062,1
6299,846760,Surname6298,681,Germany,Female,18,9,145633.0825483055,4,0,1,104691.72037074342,1
6300,398783,Surname6299,658,France,Male,37,7,46265.27192326263,3,0,1,84272.4461805746,1
6301,331182,Surname6300,638,Spain,Female,40,10,59014.51654149289,1,1,1,47294.672659522745,1
6302,556843,Surname6301,751,Germany,Female,45,4,145013.41477601518,2,1,0,171292.21068066458,0
6303,906124,Surname6302,602,Germany,Male,43,9,100351.35354046653,4,1,0,51935.37003610191,1
6304,189037,Surname6303,680,Germany,Male,20,0,135322.2848472883,4,0,1,67320.1012969279,0
6305,834200,Surname6304,505,France,Male,38,8,63341.50134316499,3,1,0,122631.52778400971,1
6306,809560,Surname6305,657,Spain,Male,35,10,115955.66319059106,2,1,0,71963.33132245467,0
6307,848423,Surname6306,629,France,Male,48,0,35851.16669291022,2,0,0,77141.66148612714,0
6308,288487,Surname6307,555,Germany,Male,26,8,9598.844895273489,2,0,0,10737.861652418562,0
6309,118074,Surname6308,681,Spain,Female,37,9,237779.09369674165,4,0,1,162193.2708632379,0
6310,770909,Surname6309,590,Spain,Female,46,5,180763.78641314604,2,1,1,103941.09223765592,1
6311,392107,Surname6310,788,France,Female,45,6,124515.96399589303,1,1,1,47281.73835631007,0
6312,584672,Surname6311,455,France,Female,36,0,137752.9456959976,1,0,0,145315.5026955974,0
6313,851722,Surname6312,669,Germany,Male,49,9,127793.44141353291,3,1,1,134640.69430079887,0
6314,856967,Surname6313,653,Germany,Male,30,10,224702.36809089791,3,0,1,81511.27701352866,1
6315,676553,Surname6314,627,Germany,Female,45,0,193409.6415176008,1,1,0,119847.7514733824,0
6316,116061,Surname6315,607,Germany,Male,46,4,81285.676939196,3,1,1,136671.4402065265,0
6317,551442,Surname6316,655,Spain,Male,24,1,54546.70223389577,4,1,0,21776.588612650463,0
6318,259882,Surname6317,734,Germany,Female,51,10,16632.322396023163,1,1,1,89346.53532131707,1
6319,553222,Surname6318,516,Germany,Female,21,9,36947.28073232015,4,1,1,109687.74255957917,1
6320,737790,Surname6319,585,Germany,Female,41,4,122515.28357301328,2,0,0,147430.45112758913,1
6321,384944,Surname6320,565,France,Female,33,4,50642.57373280775,4,1,0,82520.04894830627,0
6322,478336,Surname6321,562,France,Male,48,5,78098.47949530432,2,1,0,42445.85215410978,1
6323,602175,Surname6322,677,France,Female,41,8,33332.278183431044,1,1,0,27027.533100875065,0
6324,356505,Surname6323,697,Germany,Male,55,5,230703.5375702738,3,1,1,163779.49880315934,0
6325,731516,Surname6324,735,Spain,Female,49,9,8431.259629177152,3,1,0,101044.13891492979,0
6326,306548,Surname6325,698,Germany,Female,39,10,87952.6799615124,1,1,1,53567.641201483755,0
6327,562676,Surname6326,704,France,Female,50,0,64538.66795985444,4,1,1,162918.5292754313,0
6328,550983,Surname6327,537,France,Male,36,4,2075.672222253827,1,1,0,164268.76497472828,0
6329,914486,Surname6328,768,Germany,Male,27,1,232149.50744507302,2,1,1,133743.25347416627,0
6330,568535,Surname6329,633,Spain,Male,33,10,78401.86595603848,3,1,0,32821.73126334888,0
6331,596005,Surname6330,732,Spain,Male,36,7,125568.7712197136,2,0,0,67662.8921372371,0
6332,800757,Surname6331,539,Spain,Female,18,6,145651.62435718876,1,0,1,177673.60962255095,1
6333,113233,Surname6332,630,France,Female,51,10,152619.93928932797,3,1,0,33089.507622255485,0
6334,866565,Surname6333,725,France,Female,37,5,115065.18202313248,2,0,1,143104.92607539383,0
6335,583236,Surname6334,652,Spain,Female,47,1,148457.34845518242,3,1,1,58655.54426573085,0
6336,780428,Surname6335,589,Germany,Male,39,2,187940.25104475298,3,0,1,16498.708193218496,0
6337,952159,Surname6336,754,Spain,Female,22,8,238022.25709677115,1,1,1,140920.7514279849,1
6338,977042,Surname6337,556,Germany,Female,38,8,164259.31758309004,2,0,1,60333.182451500834,0
6339,432597,Surname6338,648,France,Female,36,6,115557.3807183061,1,0,0,151170.3508703692,1
6340,728423,Surname6339,701,France,Male,31,1,111151.12647344888,4,0,1,79728.63131722761,0
6341,519048,Surname6340,817,France,Male,34,6,177464.340992381,2,1,0,51682.7286700361,1
6342,470608,Surname6341,613,Spain,Male,38,0,156758.80332900933,1,0,0,182895.96084672472,1
6343,317314,Surname6342,627,Spain,Female,18,8,105096.64755024639,1,0,0,77496.25027228687,0
6344,637970,Surname6343,614,France,Male,41,8,83971.70311993771,4,1,0,183752.1698182163,0
6345,585514,Surname6344,669,France,Male,44,5,248287.16084112573,1,0,1,192643.15635018272,0
6346,254455,Surname6345,697,France,Female,43,9,191699.24691105782,4,0,0,87223.9447895096,1
6347,420304,Surname6346,737,Spain,Male,35,0,51693.924536975435,2,1,0,146477.01954885232,0
6348,848692,Surname6347,710,Spain,Female,57,7,73042.9179768683,4,1,0,85345.40087978644,0
6349,385810,Surname6348,610,France,Female,43,5,223422.1674531165,4,1,0,134724.51659793992,1
6350,420961,Surname6349,715,Spain,Male,33,8,165207.29718989387,1,0,0,156654.2950233287,0
6351,715486,Surname6350,657,Spain,Female,25,8,77688.20930844409,3,0,0,131306.0235162708,0
6352,527858,Surname6351,709,Spain,Female,24,6,91052.57585084722,1,0,0,65017.45647468896,0
6353,666118,Surname6352,714,Spain,Female,41,3,94726.91616045934,3,0,1,68551.46913195646,0
6354,596283,Surname6353,780,France,Female,45,10,46573.79916095453,2,0,0,173723.4643434491,0
6355,634522,Surname6354,621,France,Male,39,0,127792.1821091445,3,1,1,117169.5334131223,0
6356,681904,Surname6355,606,Spain,Female,37,2,191392.66094159178,4,0,0,181299.14442599216,1
6357,371365,Surname6356,685,France,Male,34,5,141014.98712645762,3,1,0,89577.99922347834,1
6358,242482,Surname6357,744,France,Female,42,0,163985.48741322057,3,0,1,60020.763253633704,0
6359,835415,Surname6358,654,France,Female,30,3,148846.59701265598,4,1,0,125559.84107023159,0
6360,816773,Surname6359,749,Germany,Female,37,7,14723.857350424474,3,0,1,179102.2066576894,0
6361,101051,Surname6360,705,France,Female,38,7,47015.01517900014,3,0,1,105257.51683644425,0
6362,996961,Surname6361,633,France,Female,43,5,87587.10921020113,2,0,0,62785.47548966371,1
6363,701206,Surname6362,695,Spain,Female,29,5,222308.7507362786,2,1,1,52090.49685145953,1
6364,178116,Surname6363,615,Spain,Female,27,2,87173.08356525125,2,1,1,95347.23470365854,0
6365,484370,Surname6364,669,Germany,Male,38,6,81779.24291943766,4,1,0,172323.101242656,1
6366,328931,Surname6365,564,Germany,Male,40,7,20146.661488596867,2,1,1,64277.79351102614,0
6367,406901,Surname6366,644,France,Male,37,1,243019.8194441596,2,1,1,115207.86827918836,0
6368,619385,Surname6367,729,France,Female,18,4,194637.41747145678,4,0,0,42879.67932501354,1
6369,483152,Surname6368,711,Spain,Male,41,5,191481.80656887405,4,1,1,151181.4821299398,0
6370,623562,Surname6369,699,France,Female,63,0,95926.37863956102,4,0,0,97240.33859600671,0
6371,832835,Surname6370,672,France,Male,47,4,19592.363481408607,4,1,0,55332.18268646143,0
6372,326572,Surname6371,662,France,Male,18,2,65880.06710573116,2,1,0,153442.37860071467,0
6373,231379,Surname6372,548,France,Female,33,2,213224.91113747464,1,1,0,148328.0372324298,1
6374,681177,Surname6373,633,France,Female,36,5,45074.47761969216,3,0,0,16376.49681445254,0
6375,326256,Surname6374,664,France,Female,34,10,223562.3973212065,2,1,1,93917.02014859363,1
6376,922376,Surname6375,560,France,Female,25,0,133938.62884336326,1,0,1,122675.04638873361,1
6377,985987,Surname6376,509,France,Female,29,4,178634.13227846613,2,0,1,58634.80092162343,0
6378,662422,Surname6377,740,Spain,Male,47,4,113410.34875454822,2,0,1,20695.44394784729,1
6379,520539,Surname6378,654,Germany,Female,45,4,233077.34288939624,4,1,1,63955.5193762581,0
6380,609421,Surname6379,666,France,Female,36,2,59914.58294990912,1,1,0,174754.60081477257,1
6381,302834,Surname6380,694,Spain,Female,47,5,143108.3575641462,2,1,0,74472.64053006083,0
6382,580441,Surname6381,571,France,Male,31,10,17279.003249119352,3,0,1,159470.8891542427,0
6383,327579,Surname6382,617,France,Female,34,0,120106.81054701869,4,1,0,143422.16621248864,0
6384,650242,Surname6383,770,Germany,Male,34,9,243178.58798987744,3,1,0,192134.18055850672,0
6385,810381,Surname6384,610,Spain,Male,22,0,22032.881152325186,1,1,0,175684.90107320127,0
6386,452103,Surname6385,628,France,Male,35,10,126680.75741701745,2,1,0,188901.3187455151,1
6387,851287,Surname6386,596,Germany,Male,54,1,150576.57787170107,3,1,1,14426.039690504658,0
6388,835226,Surname6387,590,Germany,Female,53,3,232936.464273184,1,1,0,66485.81139410341,1
6389,825787,Surname6388,738,France,Female,39,9,74353.55046490452,4,0,0,175822.758775011,1
6390,367136,Surname6389,451,France,Female,35,8,125735.15903663088,3,1,0,80815.37385856181,0
6391,626249,Surname6390,613,Spain,Female,55,9,246798.9630557157,1,0,1,20021.14427255804,1
6392,636785,Surname6391,668,Spain,Male,35,7,192254.75033740158,1,1,0,186437.29514722634,1
6393,525767,Surname6392,785,France,Male,32,10,202603.64444451488,3,1,0,95879.42512598728,0
6394,880734,Surname6393,559,France,Female,47,9,195127.81887310246,2,1,1,19843.724042968177,1
6395,899687,Surname6394,545,Germany,Female,20,10,128806.50589413739,1,0,1,63923.65376877664,1
6396,235639,Surname6395,581,Spain,Female,36,1,108588.51686805351,3,0,1,172597.17652904653,0
6397,935279,Surname6396,706,France,Male,37,0,63703.294382288026,4,1,0,160036.31264150073,0
6398,860177,Surname6397,660,France,Male,43,3,116491.71015463264,3,0,1,199476.82844036672,0
6399,803363,Surname6398,534,Spain,Male,32,4,5125.59141951266,3,1,0,93606.18076590217,0
6400,120389,Surname6399,657,France,Female,36,1,24277.74738507124,1,1,1,67479.46335655003,0
6401,275595,Surname6400,774,Germany,Male,38,9,71814.40067701219,4,1,0,35298.133904439164,0
6402,485946,Surname6401,671,Germany,Male,35,5,83407.39381985215,2,0,1,66631.5595418856,0
6403,423720,Surname6402,663,France,Male,36,7,176879.33453564238,3,0,1,47930.37257880727,1
6404,930351,Surname6403,667,Spain,Female,46,10,42900.60428429629,4,0,1,136924.083197702,0
6405,837463,Surname6404,683,Germany,Male,43,4,198943.2066290828,4,0,0,155574.48499053682,1
6406,103358,Surname6405,548,Spain,Female,43,3,200200.39014889192,3,0,0,162687.77604558793,0
6407,450679,Surname6406,631,Spain,Female,21,6,146759.3555906567,1,1,1,152912.21203931712,0
6408,601110,Surname6407,635,Spain,Female,42,4,122874.12974224196,2,0,0,103164.68395832399,0
6409,352557,Surname6408,611,Germany,Male,29,7,116849.71915314111,1,1,1,84567.99978786355,0
6410,307596,Surname6409,704,Germany,Female,57,6,105134.78627638664,2,0,1,29028.99406099781,0
6411,878776,Surname6410,599,France,Male,37,4,22143.733958932655,4,0,1,119943.06921111852,1
6412,730270,Surname6411,621,Spain,Male,36,10,163860.88675372984,4,0,0,96037.70210284842,0
6413,328129,Surname6412,549,Germany,Female,53,7,144324.1672232062,1,1,1,56218.49608397985,0
6414,892130,Surname6413,680,Germany,Female,50,0,3941.876162239788,2,1,0,162487.11712063575,1
6415,428953,Surname6414,725,France,Female,35,7,50673.94136952233,3,1,1,145104.59827186228,0
6416,717367,Surname6415,621,Germany,Male,26,2,109081.07275139392,1,0,1,117950.44333979228,0
6417,155805,Surname6416,714,Germany,Female,20,0,225326.93798594322,2,0,1,48098.03602956639,0
